Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/probe0_1,design_1_i/system_ila_0/inst/probe1_1,design_1_i/system_ila_0/inst/probe2_1,design_1_i/system_ila_0/inst/probe3_1[31:0],design_1_i/system_ila_0/inst/probe4_1[63:0],design_1_i/system_ila_0/inst/probe5_1[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,design_1_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_1_axis_tlast,design_1_i/system_ila_0/inst/net_slot_2_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_2_axis_tready,design_1_i/system_ila_0/inst/net_slot_2_axis_tlast,design_1_i/system_ila_0/inst/net_slot_3_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_3_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_3_axis_tlast,design_1_i/system_ila_0/inst/net_slot_4_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_4_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_4_axis_tlast,design_1_i/system_ila_0/inst/net_slot_5_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_5_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_5_axis_tready,design_1_i/system_ila_0/inst/net_slot_5_axis_tlast,design_1_i/system_ila_0/inst/net_slot_6_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_6_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_6_axis_tlast,design_1_i/system_ila_0/inst/net_slot_7_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_7_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_7_axis_tlast,design_1_i/system_ila_0/inst/net_slot_8_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_8_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_8_axis_tready,design_1_i/system_ila_0/inst/net_slot_8_axis_tlast,design_1_i/system_ila_0/inst/net_slot_9_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_9_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_9_axis_tlast,Interface_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],Interface_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],Interface_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],Interface_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],Interface_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],Interface_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],Interface_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],Interface_(i1:s7)_(iq_split_0_m_axis_i)[2:0],Interface_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],Interface_(i1:s9)_(iq_split_0_m_axis_q)[2:0],T_Channel_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],T_Channel_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],T_Channel_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],T_Channel_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],T_Channel_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],T_Channel_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],T_Channel_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],T_Channel_(i1:s7)_(iq_split_0_m_axis_i)[2:0],T_Channel_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],T_Channel_(i1:s9)_(iq_split_0_m_axis_q)[2:0]
1452,1452,0,0,0,0,00000004,005800500132018c,0030,f11f,1,0,ffe6006a,1,0,fec6005800e20050012a0132001e018c,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e8000035e8000035e8000035e8,1,0,fe71,0,0,0,fe71,0,0,005800500132018c,1,0,40e80030,0,1,0,fec600e2012a001e,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1453,1453,0,0,0,0,00000004,00ce01ae0191012f,0030,02e4,1,0,001e006c,1,0,017f00ce00c401aeffd60191ff05012f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e7000035e7000035e7000035e7,1,0,fe71,0,0,0,fe71,0,0,00ce01ae0191012f,1,0,40e80030,0,1,0,017f00c4ffd6ff05,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1454,1454,0,0,0,0,00000004,01a2019300d3001f,0030,0a52,1,0,002300a7,1,0,003601a2ff7b0193fea200d3ff4b001f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e6000035e6000035e6000035e6,1,0,fe71,0,0,0,fe71,0,0,01a2019300d3001f,1,0,40e80030,0,1,0,0036ff7bfea2ff4b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1455,1455,0,0,0,0,00000004,014b00780045012c,0030,f307,1,0,ffb30084,1,0,ff09014bfe96007800e00045013d012c,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e5000035e5000035e5000035e5,1,0,fe71,0,0,0,fe71,0,0,014b00780045012c,1,0,40e80030,0,1,0,ff09fe9600e0013d,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1456,1456,0,0,0,0,00000004,001a00bc0197017d,0030,f6c5,1,0,fff70066,1,0,ff36001a016a00bc00da0197ffe3017d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e4000035e4000035e4000035e4,1,0,fe71,0,0,0,fe71,0,0,001a00bc0197017d,1,0,40e80030,0,1,0,ff36016a00daffe3,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1457,1457,0,0,0,0,00000004,012b018d017c00fa,0030,05bc,1,0,002b007d,1,0,0158012b004b018dff8a017cfea500fa,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e4000035e4000035e4000035e4,1,0,fe71,0,0,0,fe71,0,0,012b018d017c00fa,1,0,40e80030,0,1,0,0158004bff8afea5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1458,1458,0,0,0,0,00000004,0198013e00730036,0030,06bc,1,0,fffa00a5,1,0,ffe20198ff3c013efeae007300a50036,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e3000035e3000035e3000035e3,1,0,fe71,0,0,0,fe71,0,0,0198013e00730036,1,0,40e80030,0,1,0,ffe2ff3cfeae00a5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1459,1459,0,0,0,0,00000004,0101002000ae0194,0030,f104,1,0,ffce006f,1,0,fec40101fef90020015700ae01030194,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e2000035e2000035e2000035e2,1,0,fe71,0,0,0,fe71,0,0,0101002000ae0194,1,0,40e80030,0,1,0,fec4fef901570103,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1460,1460,0,0,0,0,00000004,002c0115019b019b,0030,fcbb,1,0,0002006c,1,0,0070002c016301150061019bff91019b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e1000035e1000035e1000035e1,1,0,fe71,0,0,0,fe71,0,0,002c0115019b019b,1,0,40e80030,0,1,0,007001630061ff91,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1461,1461,0,0,0,0,00000004,019001ac0156008a,0030,09fa,1,0,0038008e,1,0,01240190ffed01acff480156fe93008a,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035e0000035e0000035e0000035e0,1,0,fe71,0,0,0,fe71,0,0,019001ac0156008a,1,0,40e80030,0,1,0,0124ffedff48fe93,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1462,1462,0,0,0,0,00000004,017b0115002b0092,0030,018c,1,0,ffdd00a3,1,0,ffad017bfece0115fed8002b012c0092,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035df000035df000035df000035df,1,0,fe71,0,0,0,fe71,0,0,017b0115002b0092,1,0,40e80030,0,1,0,ffadfecefed8012c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1463,1463,0,0,0,0,00000004,00a6002700e4017b,0030,ee95,1,0,ffcf0069,1,0,fe7400a600270027015200e40065017b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035de000035de000035de000035de,1,0,fe71,0,0,0,fe71,0,0,00a6002700e4017b,1,0,40e80030,0,1,0,fe74002701520065,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1464,1464,0,0,0,0,00000004,0077018101a2015d,0030,0234,1,0,000a0065,1,0,0109007701370181fffc01a2ff5f015d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035de000035de000035de000035de,1,0,fe71,0,0,0,fe71,0,0,0077018101a2015d,1,0,40e80030,0,1,0,01090137fffcff5f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1465,1465,0,0,0,0,00000004,019c018901340039,0030,0b98,1,0,0033009e,1,0,008d019cffb50189fed10134fec90039,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035dd000035dd000035dd000035dd,1,0,fe71,0,0,0,fe71,0,0,019c018901340039,1,0,40e80030,0,1,0,008dffb5fed1fec9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1466,1466,0,0,0,0,00000004,015500b0001d00f2,0030,f8c5,1,0,ffbb0092,1,0,ff6f0155fe9700b00013001d017600f2,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035dc000035dc000035dc000035dc,1,0,fe71,0,0,0,fe71,0,0,015500b0001d00f2,1,0,40e80030,0,1,0,ff6ffe9700130176,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1467,1467,0,0,0,0,00000004,004f005b017201b0,0030,f5e4,1,0,fff10062,1,0,feba004f00e6005b01420172001501b0,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035db000035db000035db000035db,1,0,fe71,0,0,0,fe71,0,0,004f005b017201b0,1,0,40e80030,0,1,0,feba00e601420015,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1468,1468,0,0,0,0,00000004,00d8018e01980122,0030,036c,1,0,001e0079,1,0,017c00d80097018effc80198fef60122,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035db000035db000035db000035db,1,0,fe71,0,0,0,fe71,0,0,00d8018e01980122,1,0,40e80030,0,1,0,017c0097ffc8fef6,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1469,1469,0,0,0,0,00000004,01a1017200cb0023,0030,0b20,1,0,001a00a4,1,0,001601a1ff820172fe7b00cbffee0023,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035da000035da000035da000035da,1,0,fe71,0,0,0,fe71,0,0,01a1017200cb0023,1,0,40e80030,0,1,0,0016ff82fe7bffee,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1470,1470,0,0,0,0,00000004,0153005d005b0162,0030,f4c7,1,0,ffc00080,1,0,fef40153fe89005d00d4005b01680162,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d9000035d9000035d9000035d9,1,0,fe71,0,0,0,fe71,0,0,0153005d005b0162,1,0,40e80030,0,1,0,fef4fe8900d40168,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1471,1471,0,0,0,0,00000004,001f00cc018901ac,0030,f845,1,0,fff7006d,1,0,ffad001f018000cc00b20189ffcf01ac,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d8000035d8000035d8000035d8,1,0,fe71,0,0,0,fe71,0,0,001f00cc018901ac,1,0,40e80030,0,1,0,ffad018000b2ffcf,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1472,1472,0,0,0,0,00000004,016901a9016e00e4,0030,08ab,1,0,00350084,1,0,01890169003101a9ff8e016efe8500e4,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d7000035d7000035d7000035d7,1,0,fe71,0,0,0,fe71,0,0,016901a9016e00e4,1,0,40e80030,0,1,0,01890031ff8efe85,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1473,1473,0,0,0,0,00000004,0197015b006c0041,0030,06a3,1,0,fff900ac,1,0,ffdc0197ff0f015bfe87006c008c0041,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d6000035d6000035d6000035d6,1,0,fe71,0,0,0,fe71,0,0,0197015b006c0041,1,0,40e80030,0,1,0,ffdcff0ffe87008c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1474,1474,0,0,0,0,00000004,00ec002800aa0175,0030,ef1c,1,0,ffbf0073,1,0,fe9200ecff860028016600aa00c40175,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d5000035d5000035d5000035d5,1,0,fe71,0,0,0,fe71,0,0,00ec002800aa0175,1,0,40e80030,0,1,0,fe92ff86016600c4,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1475,1475,0,0,0,0,00000004,0034013b01a90175,0030,fd2b,1,0,00080066,1,0,004900340188013b003b01a9ffa70175,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d5000035d5000035d5000035d5,1,0,fe71,0,0,0,fe71,0,0,0034013b01a90175,1,0,40e80030,0,1,0,00490188003bffa7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1476,1476,0,0,0,0,00000004,01720185014f0072,0030,0aa2,1,0,00360091,1,0,00df0172ffe90185ff34014ffe960072,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d4000035d4000035d4000035d4,1,0,fe71,0,0,0,fe71,0,0,01720185014f0072,1,0,40e80030,0,1,0,00dfffe9ff34fe96,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1477,1477,0,0,0,0,00000004,01790107002b008e,0030,feda,1,0,ffd20097,1,0,ffae0179fe9d0107ff56002b0143008e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d3000035d3000035d3000035d3,1,0,fe71,0,0,0,fe71,0,0,01790107002b008e,1,0,40e80030,0,1,0,ffaefe9dff560143,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1478,1478,0,0,0,0,00000004,008f00250121018b,0030,f26f,1,0,ffdc0067,1,0,fe89008f001b002501800121004f018b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d2000035d2000035d2000035d2,1,0,fe71,0,0,0,fe71,0,0,008f00250121018b,1,0,40e80030,0,1,0,fe89001b0180004f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1479,1479,0,0,0,0,00000004,008601540197015e,0030,0094,1,0,000e006c,1,0,0151008600e40154fffb0197ff3d015e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d1000035d1000035d1000035d1,1,0,fe71,0,0,0,fe71,0,0,008601540197015e,1,0,40e80030,0,1,0,015100e4fffbff3d,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1480,1480,0,0,0,0,00000004,01af01a301060035,0030,0c01,1,0,002d0099,1,0,006b01afffb501a3febf0106ff380035,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d1000035d1000035d1000035d1,1,0,fe71,0,0,0,fe71,0,0,01af01a301060035,1,0,40e80030,0,1,0,006bffb5febfff38,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1481,1481,0,0,0,0,00000004,016c00940026011e,0030,f93b,1,0,ffc20091,1,0,ff56016cfe940094fffa002601a6011e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035d0000035d0000035d0000035d0,1,0,fe71,0,0,0,fe71,0,0,016c00940026011e,1,0,40e80030,0,1,0,ff56fe94fffa01a6,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1482,1482,0,0,0,0,00000004,003a00760144018a,0030,f206,1,0,fff10068,1,0,fef5003a0120007601040144ffff018a,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035cf000035cf000035cf000035cf,1,0,fe71,0,0,0,fe71,0,0,003a00760144018a,1,0,40e80030,0,1,0,fef501200104ffff,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1483,1483,0,0,0,0,00000004,010701820190013b,0030,0323,1,0,0023006f,1,0,01a30107007a0182ffbe0190febc013b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ce000035ce000035ce000035ce,1,0,fe71,0,0,0,fe71,0,0,010701820190013b,1,0,40e80030,0,1,0,01a3007affbefebc,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1484,1484,0,0,0,0,00000004,016f016c00b10022,0030,09fb,1,0,001200aa,1,0,000a016fff6c016cfe8500b1ffc70022,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035cd000035cd000035cd000035cd,1,0,fe71,0,0,0,fe71,0,0,016f016c00b10022,1,0,40e80030,0,1,0,000aff6cfe85ffc7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1485,1485,0,0,0,0,00000004,0139004300600143,0030,f1df,1,0,ffb80075,1,0,fee60139fee3004300f7006001200143,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035cc000035cc000035cc000035cc,1,0,fe71,0,0,0,fe71,0,0,0139004300600143,1,0,40e80030,0,1,0,fee6fee300f70120,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1486,1486,0,0,0,0,00000004,001a00ed019301ab,0030,fb1c,1,0,fffc0063,1,0,ff79001a019000ed00a10193ffc101ab,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035cc000035cc000035cc000035cc,1,0,fe71,0,0,0,fe71,0,0,001a00ed019301ab,1,0,40e80030,0,1,0,ff79019000a1ffc1,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1487,1487,0,0,0,0,00000004,014801ad017400c1,0030,07c3,1,0,002d0088,1,0,01390148002801adff750174fe9c00c1,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035cb000035cb000035cb000035cb,1,0,fe71,0,0,0,fe71,0,0,014801ad017400c1,1,0,40e80030,0,1,0,01390028ff75fe9c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1488,1488,0,0,0,0,00000004,018d0140005c0053,0030,050b,1,0,ffee00a5,1,0,ffd8018dfef50140fecd005c01020053,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ca000035ca000035ca000035ca,1,0,fe71,0,0,0,fe71,0,0,018d0140005c0053,1,0,40e80030,0,1,0,ffd8fef5fecd0102,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1489,1489,0,0,0,0,00000004,00d3001600ce019e,0030,f126,1,0,ffd3006f,1,0,feb200d3ff710016017500ce00c0019e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c9000035c9000035c9000035c9,1,0,fe71,0,0,0,fe71,0,0,00d3001600ce019e,1,0,40e80030,0,1,0,feb2ff71017500c0,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1490,1490,0,0,0,0,00000004,0046012201760173,0030,fd5b,1,0,000b006a,1,0,00d300460137012200320176ff810173,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c8000035c8000035c8000035c8,1,0,fe71,0,0,0,fe71,0,0,0046012201760173,1,0,40e80030,0,1,0,00d301370032ff81,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1491,1491,0,0,0,0,00000004,01aa018201450066,0030,0c38,1,0,0037008a,1,0,00eb01aaffdc0182ff1c0145feae0066,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c8000035c8000035c8000035c8,1,0,fe71,0,0,0,fe71,0,0,01aa018201450066,1,0,40e80030,0,1,0,00ebffdcff1cfeae,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1492,1492,0,0,0,0,00000004,019c00dc002000b2,0030,feba,1,0,ffd2009a,1,0,ff8a019cfec200dcff320020015a00b2,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c7000035c7000035c7000035c7,1,0,fe71,0,0,0,fe71,0,0,019c00dc002000b2,1,0,40e80030,0,1,0,ff8afec2ff32015a,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1493,1493,0,0,0,0,00000004,0081003801120195,0030,ef8d,1,0,ffdb0069,1,0,fe8c008100a100380149011200450195,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c6000035c6000035c6000035c6,1,0,fe71,0,0,0,fe71,0,0,0081003801120195,1,0,40e80030,0,1,0,fe8c00a101490045,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1494,1494,0,0,0,0,00000004,00ab0199019c0152,0030,0284,1,0,0017006c,1,0,015e00ab01030199ffe7019cff2d0152,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c5000035c5000035c5000035c5,1,0,fe71,0,0,0,fe71,0,0,00ab0199019c0152,1,0,40e80030,0,1,0,015e0103ffe7ff2d,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1495,1495,0,0,0,0,00000004,0188017601000025,0030,0b69,1,0,002e00a6,1,0,00590188ffa20176fec00100fefd0025,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c4000035c4000035c4000035c4,1,0,fe71,0,0,0,fe71,0,0,0188017601000025,1,0,40e80030,0,1,0,0059ffa2fec0fefd,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
